# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 03.04.2020 16:44:54
1;37;29;0;4;0;0;255;22;22;0;0;60;22;84279808;0
5;37;29;0;4;0;0;255;22;22;0;0;60;22;84279840;0
30;0;0;0;9;324;0;255;23;51;0;0;60;22;84279808;0
76;0;0;0;5;769;0;244;29;43;0;0;60;22;84279301;0
102;0;35;0;6;207;0;255;30;41;0;0;60;22;84279297;0
105;37;35;0;5;206;0;255;30;41;0;0;60;22;84279296;0
140;37;35;8;5;184;0;255;31;39;0;0;65;25;84344832;0
141;36;35;3;5;185;0;255;31;40;0;0;65;25;84344832;0
142;37;35;1;5;185;0;255;31;42;0;0;65;25;84344832;0
143;37;35;0;5;184;0;255;31;44;0;0;65;25;84344832;0
144;37;35;0;5;184;0;255;31;46;0;0;65;25;84344832;0
145;37;35;0;5;185;0;255;31;48;0;0;65;25;84344832;0
146;37;35;0;5;185;0;255;31;50;0;0;65;25;84344832;0
147;37;35;0;5;184;0;255;31;52;0;0;65;25;84344832;0
148;37;35;0;6;185;0;255;31;54;0;0;65;25;84344832;0
149;37;35;0;6;185;0;255;31;56;0;0;65;25;84344832;0
150;37;35;0;6;185;0;255;31;58;0;0;65;25;84344832;0
151;37;35;0;6;185;0;255;31;60;0;0;65;25;84344832;0
152;37;35;0;5;186;0;255;31;62;0;0;65;25;84344832;0
153;37;35;0;6;187;0;255;31;63;0;0;65;25;84344832;0
154;37;35;0;6;188;0;255;31;65;0;0;65;25;84344832;0
155;37;35;0;6;189;0;255;31;67;0;0;65;25;84344832;0
156;37;35;0;6;191;0;255;31;68;0;0;65;25;84344832;0
157;37;35;0;6;193;0;255;31;70;0;0;65;25;84344832;0
158;37;35;0;6;196;0;255;31;71;0;0;65;25;84344832;0
159;37;35;0;6;199;0;255;31;73;0;0;65;25;84353024;0
160;37;35;0;6;202;0;255;32;74;0;0;65;25;84353024;0
161;37;35;0;6;206;0;255;32;76;0;0;65;25;84353024;0
162;37;35;0;6;210;0;255;32;77;0;0;65;25;84353024;0
163;37;35;0;6;215;0;255;32;79;0;0;65;25;84353024;0
164;37;35;0;6;220;0;255;32;80;0;0;65;25;84353024;0
165;37;35;0;6;226;0;255;32;82;0;0;65;25;84353024;0
166;37;35;0;6;232;0;255;33;83;0;0;65;25;84353024;0
167;37;35;0;6;259;0;255;33;84;0;0;65;25;84279296;0
199;37;35;0;0;429;0;255;41;73;0;0;65;25;84344832;0
200;36;35;3;5;432;0;255;41;73;0;0;65;25;84344832;0
201;37;35;1;6;435;0;255;41;75;0;0;65;25;84344832;0
202;37;35;0;5;438;0;255;41;76;0;0;65;25;84344832;0
203;37;35;0;6;441;0;255;41;78;0;0;65;25;84344832;0
204;37;35;0;5;443;0;255;41;79;0;0;65;25;84344832;0
205;37;35;0;5;446;0;255;41;81;0;0;65;25;84344832;0
206;37;35;0;6;448;0;255;41;82;0;0;65;25;84344832;0
207;37;35;0;6;450;0;255;41;84;0;0;65;25;84344832;0
208;37;35;0;5;453;0;255;41;85;0;0;65;25;84344832;0
209;37;35;0;6;455;0;255;41;87;0;0;65;25;84344832;0
210;37;35;0;6;457;0;255;41;88;0;0;65;25;84344832;0
211;37;35;0;6;460;0;255;42;89;0;0;65;25;84344832;0
212;37;35;0;6;463;0;255;42;89;0;0;65;25;84344832;0
213;37;35;0;6;465;0;255;42;89;0;0;65;25;84344832;0
214;37;35;0;6;468;0;255;42;88;0;0;65;25;84344832;0
215;37;35;0;6;471;0;255;43;88;0;0;65;25;84344832;0
216;37;35;0;6;474;0;255;43;88;0;0;65;25;84344832;0
217;38;35;0;6;478;0;255;43;87;0;0;65;25;84344832;0
218;38;35;0;6;481;0;255;43;87;0;0;65;25;84353024;0
219;38;35;0;6;485;0;255;43;87;0;0;65;25;84287488;0
220;38;35;0;6;509;0;255;44;86;0;0;65;25;84279296;0
# POWERON 03.04.2020 16:49:07
1;38;35;0;5;0;0;255;47;80;0;0;65;25;84279808;0
2;38;35;0;5;307;0;255;48;80;0;0;65;25;84279296;0
12;38;35;0;5;607;0;255;49;78;0;0;65;25;84344832;0
13;37;35;5;5;588;0;255;49;78;0;0;65;25;84344832;0
14;36;35;2;5;589;0;255;49;77;0;0;65;25;84344832;0
15;36;35;1;5;591;0;255;49;77;0;0;65;25;84344832;0
16;35;35;0;6;592;0;255;49;77;0;0;65;25;84344832;0
17;35;35;0;5;593;0;255;49;77;0;0;65;25;84344832;0
18;34;35;0;5;594;0;255;49;77;0;0;65;25;84344832;0
19;34;34;0;5;594;0;255;49;77;0;0;65;25;84344832;0
20;34;34;0;5;596;0;255;49;76;0;0;65;25;84344832;0
21;33;34;0;5;617;0;255;49;76;0;0;65;25;84279296;0
