# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 24.11.2018 11:03:31
1;0;0;0;5;0;0;255;25;25;0;0;50;30;84279808;0
50;0;0;0;4;633;0;248;25;25;0;0;50;30;84279301;0
55;40;0;0;5;211;0;255;25;25;0;0;50;30;84279300;0
65;41;34;0;5;207;0;255;25;25;0;0;50;30;84279296;0
93;40;34;0;5;207;0;255;25;25;0;0;50;30;84344832;0
94;40;34;0;5;187;0;255;25;25;0;0;50;30;84344832;0
95;40;34;0;5;186;0;255;25;26;0;0;50;30;84344832;0
96;40;34;0;5;186;0;255;25;28;0;0;50;30;84344832;0
97;40;34;0;6;187;0;255;25;29;0;0;50;30;84344832;0
98;40;34;0;5;186;0;255;25;31;0;0;50;30;84344832;0
99;40;34;2;5;186;0;255;25;33;0;0;50;30;84344832;0
100;40;34;1;5;187;0;255;25;35;0;0;50;30;84344832;0
101;40;34;0;5;187;0;255;25;38;0;0;50;30;84344832;0
102;40;34;0;6;186;0;0;25;40;0;0;50;30;84344832;0
103;40;34;0;5;187;0;255;25;42;0;0;50;30;84344832;0
104;40;34;0;5;187;0;255;25;44;0;0;50;30;84344832;0
105;40;34;0;5;187;0;255;25;46;0;0;50;30;84344832;0
106;40;34;0;5;187;0;255;25;48;0;0;50;30;84344832;0
107;40;34;0;6;187;0;255;25;50;0;0;50;30;84344832;0
108;40;34;0;6;187;0;255;25;52;0;0;50;30;84344832;0
109;40;34;0;6;187;0;255;25;53;0;0;50;30;84344832;0
110;40;34;0;5;187;0;255;25;55;0;0;50;30;84344832;0
111;40;34;0;5;187;0;255;25;57;0;0;50;30;84344832;0
112;40;34;0;6;188;0;255;25;59;0;0;50;30;84353024;0
113;40;34;0;6;188;0;255;25;60;0;0;50;30;84353024;0
114;40;34;0;5;188;0;254;26;62;0;0;50;30;84353024;0
115;40;34;0;5;188;0;255;26;64;0;0;50;30;84353024;0
116;40;34;0;5;189;0;255;26;65;0;0;50;30;84353024;0
117;40;34;0;6;191;0;255;26;67;0;0;50;30;84353024;0
118;40;34;0;5;192;0;254;27;69;0;0;50;30;84353024;0
119;40;34;2;9;193;0;255;27;70;0;0;50;30;84353024;0
120;40;34;0;5;196;0;255;27;72;0;0;50;30;84353024;0
121;40;34;0;6;198;0;255;27;73;0;0;50;30;84353024;0
122;40;34;0;5;202;0;255;28;74;0;0;50;30;84353024;0
123;40;34;0;6;205;0;255;28;74;0;0;50;30;84353024;0
124;40;34;0;6;209;0;254;28;74;0;0;50;30;84353024;0
125;40;34;0;5;213;0;255;29;74;0;0;50;30;84353024;0
126;40;34;0;6;218;0;255;29;74;0;0;50;30;84353024;0
127;40;34;0;6;222;0;255;29;74;0;0;50;30;84353024;0
128;40;34;0;6;227;0;255;30;73;0;0;50;30;84353024;0
129;40;34;0;5;233;0;255;30;73;0;0;50;30;84353024;0
130;40;34;0;6;239;0;255;30;73;0;0;50;30;84353024;0
131;40;34;0;5;244;0;255;31;72;0;0;50;30;84353024;0
132;40;34;0;5;250;0;255;31;72;0;0;50;30;84353024;0
133;40;34;0;6;255;0;255;31;72;0;0;50;30;84353024;0
134;40;34;0;6;261;0;255;31;71;0;0;50;30;84353024;0
135;40;34;0;8;267;0;254;32;71;0;0;50;30;84353024;0
136;40;34;0;6;273;0;255;32;71;0;0;50;30;84353024;0
137;40;34;0;5;279;0;255;32;70;0;0;50;30;84353024;0
138;40;34;0;9;285;0;0;33;70;0;0;50;30;84353024;0
139;40;34;0;6;291;0;255;33;70;0;0;50;30;84353024;0
140;40;34;0;6;297;0;255;33;70;0;0;50;30;84353024;0
141;40;32;154;365;307;0;244;34;69;0;0;50;30;84344832;0
142;40;32;41;78;311;0;0;35;69;0;0;50;30;84344832;0
143;40;33;12;10;327;0;2;37;70;0;0;50;30;84344832;0
144;40;32;135;296;349;0;243;38;71;0;0;50;30;84344832;0
145;40;33;16;7;362;0;7;42;72;0;0;50;30;84344832;0
146;40;32;3;101;362;0;249;40;73;0;0;50;30;84344832;0
147;40;32;73;121;357;0;2;43;73;1180;20;50;30;84344832;0
148;40;33;19;30;351;0;1;44;74;1180;20;50;30;84344832;0
149;40;32;69;254;343;0;245;44;75;1109;20;50;30;84344832;0
150;40;32;46;53;334;0;4;47;75;1109;20;50;30;84344832;0
151;40;33;17;34;322;0;255;47;76;1109;20;50;30;84344832;0
152;40;33;2;0;311;0;255;46;77;1109;20;50;30;84344832;0
153;40;32;79;284;307;0;240;46;77;1045;15;50;30;84344832;0
154;40;32;117;334;304;0;247;49;78;1045;15;50;30;84344832;0
155;40;33;4;1;301;0;4;50;78;1045;15;50;30;84344832;0
156;40;32;83;241;297;0;247;49;79;1289;18;50;30;84344832;0
157;40;32;134;324;295;0;251;51;79;1289;18;50;30;84344832;0
158;40;33;3;0;293;0;7;51;79;1289;18;45;30;84344832;0
159;40;32;52;202;294;0;248;51;78;1215;19;45;30;84344832;0
160;40;32;133;300;297;0;251;53;78;1215;19;45;30;84344832;0
161;40;32;40;84;301;0;0;54;77;1215;19;45;30;84344832;0
162;40;33;11;15;304;0;255;54;77;1215;19;45;30;84344832;0
163;40;33;3;35;305;0;250;53;76;1215;19;45;30;84344832;0
164;40;32;123;294;304;0;248;55;76;1456;14;45;30;84344832;0
165;40;33;3;0;300;0;5;55;75;1456;14;45;30;84344832;0
166;40;32;86;201;297;0;249;54;74;943;20;45;30;84344832;0
167;40;32;76;123;299;0;4;55;74;943;20;45;30;84344832;0
168;40;33;2;0;302;0;5;55;73;943;20;45;30;84344832;0
169;40;32;105;274;304;0;246;55;73;999;21;45;30;84344832;0
170;40;32;31;67;306;0;3;56;72;999;21;45;30;84344832;0
171;40;32;76;350;306;0;241;56;72;999;21;45;30;84344832;0
172;40;33;7;1;308;0;7;56;71;1068;23;45;30;84344832;0
173;40;32;5;115;310;0;248;55;70;1068;23;45;30;84344832;0
174;40;32;103;276;311;0;246;56;70;377;28;45;30;84344832;0
175;40;33;5;0;312;0;7;57;70;377;28;45;30;84344832;0
176;40;32;85;219;309;0;249;56;69;984;19;40;30;84344832;0
177;40;32;135;341;307;0;247;57;68;984;19;40;30;84344832;0
178;40;33;4;0;304;0;7;57;68;984;19;40;30;84344832;0
179;40;32;19;188;301;0;248;56;68;1157;19;40;30;84344832;0
180;40;32;132;354;300;0;246;57;67;1157;19;40;30;84344832;0
181;40;33;5;0;300;0;7;57;67;1157;19;40;30;84344832;0
182;40;32;5;140;299;0;247;56;66;1157;19;40;30;84344832;0
183;40;32;111;296;299;0;245;57;66;1166;18;40;30;84344832;0
184;40;33;5;0;301;0;6;57;65;1166;18;40;30;84344832;0
185;40;32;47;205;301;0;246;56;65;971;20;40;30;84344832;0
186;40;33;50;66;301;0;2;57;65;971;20;40;30;84344832;0
187;40;33;4;3;302;0;3;57;64;971;20;40;30;84344832;0
188;40;32;117;265;301;0;248;57;64;880;21;40;30;84344832;0
189;40;33;6;0;302;0;6;57;63;880;21;40;30;84344832;0
190;40;33;1;15;302;0;255;56;63;880;21;40;30;84344832;0
191;40;32;110;278;302;0;246;57;63;740;22;40;30;84344832;0
192;40;33;5;0;303;0;5;57;62;740;22;40;30;84344832;0
193;40;32;7;180;303;0;245;56;62;740;22;40;30;84344832;0
194;40;32;112;287;302;0;245;57;62;911;19;40;30;84344832;0
195;40;33;5;0;302;0;6;57;61;911;19;40;30;84344832;0
196;40;32;14;189;301;0;246;56;61;911;19;40;30;84344832;0
197;40;32;127;345;301;0;243;56;61;935;20;40;30;84344832;0
198;40;33;4;1;300;0;3;56;60;935;20;40;30;84344832;0
199;40;32;79;205;299;0;248;56;60;1061;22;40;30;84344832;0
200;40;33;20;39;300;0;255;57;60;1061;22;40;30;84344832;0
201;40;33;2;1;301;0;255;56;59;1061;22;40;30;84344832;0
202;40;33;0;0;302;0;0;56;59;1061;22;40;30;84344832;0
203;40;32;152;415;304;0;243;56;59;822;15;40;30;84344832;0
