# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 07.11.2018 16:15:24
1;0;0;0;5;0;0;0;26;26;0;0;0;25;84148736;0
50;0;0;0;5;633;0;249;27;26;0;0;0;25;84148229;0
57;40;0;0;5;211;0;255;27;26;0;0;0;25;84148228;0
63;40;32;0;6;210;0;255;27;26;0;0;0;25;84148224;0
107;40;30;0;5;190;0;252;27;26;0;0;0;25;84213760;0
108;40;30;0;6;191;0;252;27;26;0;0;0;25;84213760;0
109;40;27;60;143;190;0;251;27;26;0;0;0;25;84213760;0
110;40;28;5;4;191;0;0;27;26;0;0;0;25;84213760;0
111;40;28;0;3;195;0;6;27;26;0;0;0;25;84213760;0
112;40;28;1;29;210;0;251;28;26;0;0;0;25;84213760;0
113;40;27;46;123;232;0;251;27;26;589;15;0;25;84213760;0
114;40;27;31;82;255;0;253;27;26;589;15;0;25;84213760;0
115;40;28;3;0;273;0;7;27;26;589;15;0;25;84213760;0
116;40;28;0;0;281;0;8;27;26;589;15;0;25;84213760;0
117;40;28;0;0;283;0;255;28;26;589;15;0;25;84213760;0
118;40;27;49;122;281;0;251;27;26;654;11;0;25;84213760;0
119;40;27;6;1;278;0;3;27;26;654;11;0;25;84213760;0
120;40;28;1;0;274;0;5;27;26;654;11;0;25;84213760;0
121;40;28;0;0;270;0;255;28;26;654;11;0;25;84213760;0
122;40;27;33;104;269;0;252;27;26;499;14;0;25;84213760;0
123;40;27;5;0;270;0;4;27;26;499;14;0;25;84213760;0
124;40;28;1;0;268;0;5;27;26;499;14;0;25;84213760;0
125;40;27;46;167;261;0;248;27;26;344;17;0;25;84213760;0
126;40;27;30;38;254;0;0;27;26;344;17;0;25;84213760;0
127;40;28;2;0;247;0;14;27;26;344;17;0;25;84213760;0
128;40;28;0;0;242;0;5;28;26;344;17;0;25;84213760;0
129;40;27;41;123;240;0;251;28;26;587;15;0;25;84213760;0
130;40;27;13;5;242;0;2;27;26;587;15;0;25;84213760;0
131;40;28;1;0;243;0;6;28;26;587;15;0;25;84213760;0
132;40;27;2;52;241;0;252;28;26;587;15;0;25;84213760;0
133;40;27;36;99;240;0;251;27;27;457;15;0;25;84213760;0
134;40;28;5;1;240;0;8;27;26;457;15;0;25;84213760;0
135;40;28;1;0;241;0;5;28;26;457;15;0;25;84213760;0
136;40;27;34;119;240;0;250;28;27;353;17;0;25;84213760;0
137;40;27;21;25;240;0;255;27;27;353;17;0;25;84213760;0
138;40;28;2;0;241;0;8;27;26;353;17;0;25;84213760;0
139;40;28;0;0;242;0;0;28;27;353;17;0;25;84213760;0
140;40;27;35;91;242;0;251;28;27;381;15;0;25;84213760;0
141;40;27;8;2;245;0;5;27;27;381;15;0;25;84213760;0
142;40;28;1;0;247;0;4;28;27;381;15;0;25;84213760;0
143;40;27;24;130;247;0;249;28;27;334;17;0;25;84213760;0
144;40;27;33;72;247;0;253;27;27;334;17;0;25;84213760;0
145;40;28;3;0;247;0;8;27;27;334;17;0;25;84213760;0
146;40;28;0;0;247;0;2;28;27;334;17;0;25;84213760;0
147;40;27;35;100;247;0;250;28;27;411;15;0;25;84213760;0
148;40;27;16;8;248;0;0;27;27;411;15;0;25;84213760;0
149;40;28;1;0;250;0;8;28;26;411;15;0;25;84213760;0
150;40;28;0;1;249;0;254;29;27;411;15;0;25;84213760;0
151;40;27;41;108;247;0;251;28;27;349;15;0;25;84213760;0
152;40;28;5;1;246;0;10;27;27;349;15;0;25;84213760;0
153;40;28;1;0;246;0;2;29;27;349;15;0;25;84213760;0
154;40;27;16;101;244;0;250;29;27;333;16;0;25;84213760;0
155;40;27;34;75;243;0;253;27;27;333;16;0;25;84213760;0
156;40;28;3;0;244;0;11;28;27;333;16;0;25;84213760;0
157;40;28;0;0;245;0;2;29;27;333;16;0;25;84213760;0
158;40;27;41;120;245;0;249;28;27;403;15;0;25;84213760;0
159;40;27;21;26;247;0;255;27;27;403;15;0;25;84213760;0
160;40;28;2;0;249;0;10;28;27;403;15;0;25;84213760;0
161;40;28;0;0;250;0;1;29;27;403;15;0;25;84213760;0
162;40;27;51;145;251;0;249;28;27;454;14;0;25;84213760;0
163;40;27;29;31;254;0;0;28;27;454;14;0;25;84213760;0
164;40;28;2;0;255;0;255;27;27;454;14;0;25;84213760;0
165;40;28;0;0;256;0;255;27;27;454;14;0;25;84213760;0
166;40;27;59;162;260;0;248;28;27;609;13;0;25;84213760;0
167;40;27;38;50;265;0;0;27;27;609;13;0;25;84213760;0
168;40;28;2;0;268;0;2;28;27;609;13;0;25;84213760;0
169;40;28;0;0;267;0;0;28;27;609;13;0;25;84213760;0
170;40;27;44;123;268;0;251;28;27;615;16;0;25;84213760;0
171;40;27;7;1;268;0;2;27;27;615;16;0;25;84213760;0
172;40;28;1;0;268;0;5;28;27;615;16;0;25;84213760;0
173;40;27;12;137;267;0;248;28;27;418;17;0;25;84213760;0
174;40;27;43;104;266;0;253;28;27;418;17;0;25;84213760;0
175;40;28;3;0;265;0;0;27;27;418;17;0;25;84213760;0
176;40;28;0;0;262;0;1;28;27;418;17;0;25;84213760;0
177;40;27;22;112;258;0;250;28;27;503;15;0;25;84213760;0
178;40;27;28;64;256;0;253;27;27;503;15;0;25;84213760;0
179;40;28;3;0;256;0;8;28;27;503;15;0;25;84213760;0
180;40;28;0;0;254;0;255;28;27;503;15;0;25;84213760;0
181;40;27;31;94;252;0;251;28;27;402;15;0;25;84213760;0
182;40;27;21;35;250;0;254;28;27;402;15;0;25;84213760;0
183;40;28;2;0;250;0;3;28;27;402;15;0;25;84213760;0
184;40;28;0;0;249;0;255;28;27;402;15;0;25;84213760;0
185;40;27;30;82;248;0;251;28;27;346;15;0;25;84213760;0
186;40;27;12;3;249;0;1;28;27;346;15;0;25;84213760;0
187;40;28;1;0;250;0;2;28;27;346;15;0;25;84213760;0
188;40;27;16;109;249;0;249;28;27;330;16;0;25;84213760;0
189;40;27;30;60;247;0;253;28;27;330;16;0;25;84213760;0
190;40;28;3;0;247;0;9;28;27;330;16;0;25;84213760;0
191;40;28;0;0;245;0;1;29;27;330;16;0;25;84213760;0
192;40;27;22;121;244;0;248;29;27;336;15;0;25;84213760;0
193;40;27;31;44;242;0;254;28;27;336;15;0;25;84213760;0
194;40;28;2;0;242;0;8;28;27;336;15;0;25;84213760;0
195;40;28;0;0;241;0;2;29;27;336;15;0;25;84213760;0
196;40;27;34;110;240;0;250;29;27;385;15;0;25;84213760;0
197;40;27;21;15;240;0;0;28;27;385;15;0;25;84213760;0
198;40;28;2;0;242;0;0;28;27;385;15;0;25;84213760;0
199;40;28;0;4;243;0;253;28;27;385;15;0;25;84213760;0
200;40;27;40;99;244;0;251;28;27;353;16;0;25;84213760;0
201;40;27;8;1;246;0;1;28;27;353;16;0;25;84213760;0
202;40;28;1;0;248;0;0;28;27;353;16;0;25;84213760;0
203;40;27;4;90;250;0;249;28;27;353;16;0;25;84213760;0
204;40;27;35;75;252;0;253;28;27;376;15;0;25;84213760;0
205;40;28;3;1;255;0;8;28;27;376;15;0;25;84213760;0
206;40;28;0;0;256;0;0;29;27;376;15;0;25;84213760;0
207;40;27;42;117;256;0;250;28;27;337;17;0;25;84213760;0
208;40;27;10;2;257;0;3;28;27;337;17;0;25;84213760;0
209;40;28;1;0;257;0;4;28;27;337;17;0;25;84213760;0
210;40;28;0;0;256;0;0;29;27;337;17;0;25;84213760;0
211;40;27;53;133;256;0;251;29;27;372;13;0;25;84213760;0
212;40;27;44;85;256;0;254;28;27;372;13;0;25;84213760;0
213;40;28;4;1;256;0;4;28;27;372;13;0;25;84213760;0
214;40;28;0;0;254;0;2;29;27;372;13;0;25;84213760;0
215;40;27;31;104;255;0;250;29;27;594;15;0;25;84213760;0
216;40;27;35;71;257;0;254;28;27;594;15;0;25;84213760;0
217;40;28;3;0;260;0;8;28;27;594;15;0;25;84213760;0
218;40;28;0;0;260;0;1;29;27;594;15;0;25;84213760;0
219;40;27;45;133;259;0;249;28;27;444;15;0;25;84213760;0
220;40;27;13;7;259;0;1;28;28;444;15;0;25;84213760;0
221;40;28;1;0;259;0;5;28;27;444;15;0;25;84213760;0
222;40;28;0;0;258;0;2;29;27;444;15;0;25;84213760;0
223;40;27;44;118;258;0;251;29;28;446;14;0;25;84213760;0
224;40;27;20;13;258;0;0;28;27;446;14;0;25;84213760;0
225;40;28;2;0;259;0;5;29;27;446;14;0;25;84213760;0
226;40;28;0;3;258;0;255;29;27;446;14;0;25;84213760;0
227;40;27;45;122;256;0;250;28;28;485;14;0;25;84213760;0
228;40;27;7;2;256;0;6;28;27;485;14;0;25;84213760;0
229;40;28;1;0;255;0;4;29;27;485;14;0;25;84213760;0
230;40;28;0;10;252;0;252;29;28;485;14;0;25;84213760;0
231;40;27;40;111;251;0;251;29;28;372;15;0;25;84213760;0
232;40;27;7;1;251;0;5;28;28;372;15;0;25;84213760;0
233;40;28;1;0;251;0;4;29;28;372;15;0;25;84213760;0
234;40;27;2;76;250;0;251;29;28;372;15;0;25;84213760;0
235;40;27;37;89;249;0;252;28;28;406;15;0;25;84213760;0
236;40;27;5;1;248;0;7;28;28;406;15;0;25;84213760;0
237;40;28;1;0;248;0;3;29;28;406;15;0;25;84213760;0
238;40;27;9;114;249;0;248;30;28;413;15;0;25;84213760;0
239;40;27;31;60;251;0;254;28;28;413;15;0;25;84213760;0
240;40;28;3;0;254;0;10;28;28;413;15;0;25;84213760;0
241;40;28;0;0;254;0;2;29;28;413;15;0;25;84213760;0
242;40;27;36;126;253;0;249;29;28;409;15;0;25;84213760;0
243;40;27;22;28;253;0;255;28;28;409;15;0;25;84213760;0
244;40;28;1;0;253;0;6;29;28;409;15;0;25;84213760;0
245;40;28;0;0;252;0;2;30;28;409;15;0;25;84213760;0
246;40;27;45;129;253;0;250;29;28;412;15;0;25;84213760;0
247;40;27;6;1;254;0;2;28;28;412;15;0;25;84213760;0
248;40;28;1;0;254;0;8;29;28;412;15;0;25;84213760;0
249;40;28;0;1;254;0;255;30;28;412;15;0;25;84213760;0
250;40;27;40;105;254;0;251;29;28;396;15;0;25;84213760;0
251;40;27;7;1;255;0;3;29;28;396;15;0;25;84213760;0
252;40;28;1;0;256;0;9;29;28;396;15;0;25;84213760;0
253;40;28;0;1;255;0;254;30;28;396;15;0;25;84213760;0
254;40;27;42;110;255;0;251;29;28;412;14;0;25;84213760;0
255;40;27;8;2;256;0;3;29;28;412;14;0;25;84213760;0
256;40;28;1;0;255;0;7;29;28;412;14;0;25;84213760;0
257;40;27;3;85;254;0;249;30;28;412;14;0;25;84213760;0
258;40;27;38;103;254;0;252;29;28;405;15;0;25;84213760;0
259;40;28;4;0;254;0;6;29;28;405;15;0;25;84213760;0
260;40;28;1;0;253;0;4;30;28;405;15;0;25;84213760;0
261;40;27;11;108;252;0;249;30;28;428;15;0;25;84213760;0
262;40;27;29;44;252;0;255;29;28;428;15;0;25;84213760;0
263;40;28;2;0;254;0;8;29;28;428;15;0;25;84213760;0
264;40;28;0;0;253;0;1;30;28;428;15;0;25;84213760;0
265;40;27;40;114;251;0;250;29;28;343;16;0;25;84213760;0
266;40;27;9;3;249;0;1;29;28;343;16;0;25;84213760;0
267;40;28;1;0;248;0;6;29;28;343;16;0;25;84213760;0
268;40;28;0;0;247;0;255;30;28;343;16;0;25;84213760;0
269;40;27;38;110;247;0;250;29;28;379;15;0;25;84213760;0
270;40;27;8;2;248;0;0;29;28;379;15;0;25;84213760;0
271;40;28;1;0;250;0;6;29;28;379;15;0;25;84213760;0
272;40;28;0;16;250;0;252;30;28;379;15;0;25;84213760;0
273;40;27;38;101;250;0;251;29;28;371;14;0;25;84213760;0
274;40;27;8;2;250;0;1;29;28;371;14;0;25;84213760;0
275;40;28;1;0;250;0;6;29;28;371;14;0;25;84213760;0
276;40;27;1;41;249;0;252;30;28;371;14;0;25;84213760;0
277;40;27;35;93;248;0;251;29;28;362;15;0;25;84213760;0
278;40;27;7;1;249;0;2;29;28;362;15;0;25;84213760;0
279;40;28;1;0;249;0;5;29;28;362;15;0;25;84213760;0
280;40;27;3;57;248;0;251;30;28;362;15;0;25;84213760;0
281;40;27;38;102;247;0;251;29;28;362;14;0;25;84213760;0
282;40;28;5;1;247;0;5;29;28;362;14;0;25;84213760;0
283;40;28;1;0;246;0;5;30;28;362;14;0;25;84213760;0
284;40;27;5;88;245;0;250;30;28;346;15;0;25;84213760;0
285;40;27;35;81;243;0;252;29;28;346;15;0;25;84213760;0
286;40;28;3;0;244;0;8;29;28;346;15;0;25;84213760;0
287;40;28;0;0;243;0;2;30;28;346;15;0;25;84213760;0
288;40;27;28;109;243;0;249;30;28;339;15;0;25;84213760;0
289;40;27;20;17;244;0;0;29;28;339;15;0;25;84213760;0
290;40;28;2;0;246;0;7;29;28;339;15;0;25;84213760;0
291;40;28;0;1;249;0;254;30;28;339;15;0;25;84213760;0
292;40;27;45;108;254;0;251;29;28;380;16;0;25;84213760;0
293;40;28;4;0;259;0;8;29;28;380;16;0;25;84213760;0
294;40;28;1;0;263;0;5;30;28;380;16;0;25;84213760;0
295;40;27;32;118;265;0;249;30;28;375;17;0;25;84213760;0
