# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 07.12.2018 15:01:54
1;0;0;0;5;0;0;255;135;135;0;0;40;30;84279808;0
30;0;40;0;7;1000;0;253;135;135;0;0;40;30;84279840;0
# POWERON 07.12.2018 15:03:00
1;0;38;0;5;0;0;0;135;135;0;0;40;30;84279808;0
5;0;38;0;5;0;0;255;135;135;0;0;40;30;84279840;0
20;0;0;0;0;547;0;255;135;135;0;0;40;30;84279808;0
81;0;0;0;9;1000;0;242;135;135;0;0;40;30;84279808;0
112;0;0;0;6;598;0;251;135;135;0;0;40;30;84279312;0
# POWERON 07.12.2018 15:05:36
1;0;0;0;5;0;0;0;135;135;0;0;40;30;84279808;0
62;0;0;0;9;1000;0;242;135;135;0;0;40;30;84279808;0
96;0;0;0;6;565;0;251;135;135;0;0;40;30;84279312;0
# POWERON 07.12.2018 15:11:52
1;0;0;0;4;0;0;0;135;135;0;0;40;30;84279808;0
62;0;0;0;12;1000;0;242;135;135;0;0;40;30;84279808;0
96;0;0;0;4;661;0;250;135;135;0;0;40;30;84279312;0
# POWERON 07.12.2018 15:15:18
1;0;0;0;5;0;0;0;135;135;0;0;40;30;84279808;0
50;0;0;0;6;633;0;248;135;135;0;0;40;30;84279301;0
111;0;0;0;5;210;0;255;135;135;0;0;40;30;84279301;0
120;40;0;0;5;211;0;255;135;135;0;0;40;30;84279300;0
142;40;39;0;5;210;0;255;135;135;0;0;40;30;84279296;0
203;40;38;0;9;210;0;202;135;135;0;0;40;30;84279296;0
205;40;38;0;6;209;0;249;135;135;0;0;40;30;84344832;0
206;40;36;6;13;190;0;255;135;135;0;0;40;30;84344832;0
207;40;36;1;12;189;0;255;135;135;0;0;40;30;84344832;0
208;40;36;0;11;190;0;255;135;135;0;0;40;30;84344832;0
209;40;35;39;349;189;0;243;135;135;0;0;40;30;84344832;0
210;40;36;4;0;190;0;3;135;135;0;0;40;30;84344832;0
211;40;35;37;33;189;0;1;135;135;217;40;40;30;84344832;0
212;40;36;5;0;191;0;255;135;135;217;40;40;30;84344832;0
213;40;36;1;0;205;0;0;135;135;217;40;40;30;84344832;0
214;40;35;17;6;236;0;7;135;135;554;20;40;30;84344832;0
215;40;35;158;174;267;0;242;135;135;554;20;40;30;84344832;0
216;40;35;22;6;297;0;11;135;135;623;33;40;30;84344832;0
217;40;35;11;102;323;0;246;135;135;623;33;40;30;84344832;0
218;40;35;28;13;346;0;2;135;135;660;27;40;30;84344832;0
219;40;36;2;2;364;0;1;135;135;660;27;40;30;84344832;0
220;40;35;91;145;375;0;252;135;135;597;24;40;30;84344832;0
221;40;35;31;56;382;0;252;135;135;597;24;40;30;84344832;0
222;40;36;3;0;383;0;4;135;135;597;24;40;30;84344832;0
223;40;35;29;118;376;0;251;135;135;781;16;40;30;84344832;0
224;40;36;7;0;362;0;0;135;135;781;16;40;30;84344832;0
225;40;36;1;0;346;0;255;135;135;781;16;40;30;84344832;0
226;40;36;0;0;331;0;255;135;135;781;16;40;30;84344832;0
227;40;36;0;0;317;0;255;135;135;781;16;40;30;84344832;0
228;40;36;0;0;306;0;0;135;135;781;16;40;30;84344832;0
229;40;36;0;1;298;0;255;135;135;781;16;40;30;84344832;0
230;40;36;2;2;294;0;255;135;135;781;16;40;30;84344832;0
231;40;36;0;0;294;0;255;135;135;781;16;40;30;84344832;0
