# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 04.12.2018 18:16:30
1;0;0;0;5;0;0;255;135;135;0;0;0;30;83886592;0
50;0;0;0;5;632;0;248;135;135;0;0;0;30;83886085;0
54;0;0;0;5;216;0;255;135;135;0;0;45;30;84279301;0
115;0;0;0;5;211;0;255;135;135;0;0;45;30;84279301;0
119;0;41;0;5;211;0;255;135;135;0;0;45;30;84279297;0
180;0;39;0;5;211;0;255;135;135;0;0;45;30;84279297;0
241;0;38;0;5;211;0;255;135;135;0;0;45;30;84279297;0
302;0;38;0;5;211;0;255;135;135;0;0;45;30;84279297;0
363;0;38;0;6;210;0;255;135;135;0;0;45;30;84279297;0
424;0;38;0;5;210;0;255;135;135;0;0;45;30;84279297;0
455;40;38;0;5;209;0;255;135;135;0;0;45;30;84279296;0
487;41;38;0;6;208;0;255;135;135;0;0;45;30;84344832;0
488;41;38;0;6;188;0;254;135;135;0;0;45;30;84344832;0
489;41;38;0;5;188;0;0;135;135;0;0;45;30;84344832;0
490;41;38;0;6;188;0;255;135;135;0;0;45;30;84344832;0
491;41;38;0;6;187;0;255;135;135;0;0;45;30;84344832;0
492;41;38;1;6;188;0;0;135;135;0;0;45;30;84344832;0
493;41;36;14;8;188;0;0;135;135;0;0;45;30;84344832;0
494;41;37;1;7;188;0;255;135;135;0;0;45;30;84344832;0
495;41;37;1;8;187;0;251;135;135;0;0;45;30;84344832;0
496;41;36;4;6;187;0;0;135;135;50;21;45;30;84344832;0
497;41;35;24;6;187;0;0;135;135;49;46;45;30;84344832;0
498;41;36;2;2;188;0;255;135;135;49;46;45;30;84344832;0
499;41;36;0;4;199;0;255;135;135;49;46;45;30;84344832;0
500;41;35;33;13;215;0;255;135;135;119;18;45;30;84344832;0
501;40;35;39;119;241;0;243;135;135;119;18;45;30;84344832;0
502;41;35;22;4;264;0;0;135;135;122;35;45;30;84344832;0
503;41;35;1;0;297;0;0;135;135;122;35;45;30;84344832;0
504;41;35;16;6;328;0;0;135;135;228;25;45;30;84344832;0
505;41;35;3;0;352;0;255;135;135;228;25;45;30;84344832;0
506;41;35;1;0;371;0;255;135;135;228;25;45;30;84344832;0
507;41;36;0;0;389;0;255;135;135;228;25;45;30;84344832;0
508;41;36;0;0;404;0;0;135;135;228;25;45;30;84344832;0
509;40;35;227;332;414;0;236;135;135;226;11;45;30;84344832;0
510;40;35;121;376;422;0;244;135;135;226;11;45;30;84344832;0
511;41;35;6;0;423;0;15;135;135;226;11;45;30;84344832;0
512;40;35;2;20;417;0;1;135;135;226;11;45;30;84344832;0
513;40;35;101;246;409;0;252;135;135;1862;17;45;30;84344832;0
514;40;35;8;0;400;0;10;135;135;1862;17;45;30;84344832;0
515;40;35;1;2;387;0;1;135;135;1862;17;45;30;84344832;0
516;40;35;77;196;372;0;252;135;135;1187;18;45;30;84344832;0
517;40;35;5;0;357;0;7;135;135;1187;18;45;30;84344832;0
518;40;35;86;236;343;0;246;135;135;813;22;45;30;84344832;0
519;41;35;16;3;330;0;3;135;135;813;22;45;30;84344832;0
520;40;35;2;0;321;0;2;135;135;813;22;45;30;84344832;0
521;40;35;0;1;313;0;255;135;135;813;22;45;30;84344832;0
522;40;35;70;131;306;0;253;135;135;589;17;45;30;84344832;0
523;40;35;3;0;301;0;1;135;135;589;17;45;30;84344832;0
524;40;35;62;209;298;0;245;135;135;578;21;45;30;84344832;0
525;41;35;22;6;298;0;4;135;135;578;21;45;30;84344832;0
526;41;35;2;1;299;0;0;135;135;578;21;45;30;84344832;0
527;40;35;77;157;300;0;250;135;135;544;23;45;30;84344832;0
528;40;35;3;1;302;0;4;135;135;544;23;45;30;84344832;0
529;40;35;90;172;304;0;248;135;135;558;24;45;30;84344832;0
530;40;35;24;34;305;0;0;135;135;558;24;45;30;84344832;0
531;40;35;2;0;306;0;1;135;135;558;24;45;30;84344832;0
532;40;35;84;199;307;0;247;135;135;626;20;45;30;84344832;0
533;40;35;11;1;308;0;5;135;135;626;20;45;30;84344832;0
534;40;35;2;1;307;0;0;135;135;626;20;45;30;84344832;0
535;40;35;101;231;306;0;245;135;135;681;18;45;30;84344832;0
