# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 06.12.2018 12:59:50
1;0;0;0;5;0;0;0;135;135;0;0;45;30;84279808;0
50;0;0;0;5;632;0;248;135;135;0;0;45;30;84279301;0
87;39;0;0;5;210;0;255;135;135;0;0;45;30;84279300;0
89;2;0;0;5;210;0;255;135;135;0;0;45;30;84279301;0
90;40;0;0;5;210;0;255;135;135;0;0;45;30;84279300;0
101;40;40;0;5;210;0;255;135;135;0;0;45;30;84279296;0
162;40;39;0;5;210;0;255;135;135;0;0;45;30;84279296;0
194;40;39;0;5;210;0;5;135;135;0;0;45;30;84344832;0
195;40;39;0;1;190;0;255;135;135;0;0;45;30;84344832;0
196;40;39;0;5;190;0;255;135;135;0;0;45;30;84344832;0
197;40;39;0;7;190;0;245;135;135;0;0;45;30;84344832;0
198;40;35;107;141;190;0;253;135;135;0;0;45;30;84344832;0
199;40;36;6;0;191;0;5;135;135;0;0;45;30;84344832;0
200;40;35;135;204;203;0;246;135;135;891;24;45;30;84344832;0
201;40;36;11;1;228;0;6;135;135;891;24;45;30;84344832;0
202;40;36;2;1;256;0;0;135;135;891;24;45;30;84344832;0
203;40;35;83;153;282;0;251;135;135;730;22;45;30;84344832;0
204;40;36;4;0;302;0;3;135;135;730;22;45;30;84344832;0
205;40;36;1;1;317;0;0;135;135;730;22;45;30;84344832;0
206;40;35;81;135;330;0;251;135;135;640;19;45;30;84344832;0
207;40;36;5;0;336;0;1;135;135;640;19;45;30;84344832;0
208;40;36;1;2;341;0;0;135;135;640;19;45;30;84344832;0
209;40;35;79;176;344;0;249;135;135;546;19;45;30;84344832;0
210;40;36;4;0;345;0;5;135;135;546;19;45;30;84344832;0
211;40;35;112;241;342;0;245;135;135;639;21;45;30;84344832;0
212;40;35;25;26;337;0;1;135;135;639;21;45;30;84344832;0
213;40;36;2;0;332;0;1;135;135;639;21;45;30;84344832;0
214;40;35;85;158;327;0;249;135;135;585;20;45;30;84344832;0
215;40;35;40;72;324;0;255;135;135;585;20;45;30;84344832;0
216;40;36;2;0;321;0;2;135;135;585;20;45;30;84344832;0
217;40;36;0;0;318;0;255;135;135;585;20;45;30;84344832;0
218;40;35;92;173;316;0;250;135;135;576;15;45;30;84344832;0
219;40;36;8;0;314;0;5;135;135;576;15;45;30;84344832;0
220;40;36;1;3;311;0;0;135;135;576;15;45;30;84344832;0
221;40;35;57;107;307;0;252;135;135;678;19;45;30;84344832;0
222;40;36;5;0;302;0;3;135;135;678;19;45;30;84344832;0
223;40;36;1;0;298;0;0;135;135;678;19;45;30;84344832;0
224;40;35;65;136;296;0;249;135;135;453;18;45;30;84344832;0
225;40;35;17;2;295;0;4;135;135;453;18;45;30;84344832;0
226;40;36;1;0;295;0;1;135;135;453;18;45;30;84344832;0
227;40;35;72;141;293;0;250;135;135;659;18;45;30;84344832;0
228;40;35;27;13;293;0;2;135;135;659;18;45;30;84344832;0
229;40;36;2;0;294;0;1;135;135;659;18;45;30;84344832;0
230;40;35;76;154;295;0;249;135;135;625;19;45;30;84344832;0
231;40;36;8;1;299;0;2;135;135;625;19;45;30;84344832;0
232;40;36;1;0;302;0;0;135;135;625;19;45;30;84344832;0
233;40;35;79;169;307;0;249;135;135;408;20;45;30;84344832;0
234;40;36;10;2;312;0;6;135;135;408;20;45;30;84344832;0
235;40;36;1;0;315;0;0;135;135;408;20;45;30;84344832;0
236;40;35;82;133;317;0;250;135;135;578;17;45;30;84344832;0
237;40;35;40;49;318;0;0;135;135;578;17;45;30;84344832;0
238;40;36;2;0;318;0;1;135;135;578;17;45;30;84344832;0
239;40;35;13;189;316;0;244;135;135;578;17;45;30;84344832;0
240;40;35;39;74;314;0;254;135;135;512;18;45;30;84344832;0
241;40;36;2;0;311;0;1;135;135;512;18;45;30;84344832;0
242;40;35;2;97;309;0;251;135;135;512;18;45;30;84344832;0
243;40;35;30;50;309;0;253;135;135;481;18;45;30;84344832;0
244;40;36;3;0;310;0;2;135;135;481;18;45;30;84344832;0
245;40;35;8;106;309;0;248;135;135;311;20;45;30;84344832;0
246;40;36;6;0;308;0;1;135;135;311;20;45;30;84344832;0
247;40;35;66;196;307;0;244;135;135;182;32;45;30;84344832;0
248;40;35;8;5;304;0;1;135;135;182;32;45;30;84344832;0
249;40;36;1;0;299;0;255;135;135;182;32;45;30;84344832;0
250;40;36;0;0;299;0;255;135;135;182;32;45;30;84344832;0
251;40;35;7;132;304;0;249;135;135;182;32;45;30;84344832;0
252;40;36;7;0;312;0;3;135;135;449;13;45;30;84344832;0
253;40;36;2;12;320;0;247;135;135;449;13;45;30;84344832;0
254;40;35;64;150;325;0;252;135;135;184;27;45;30;84344832;0
255;40;36;3;0;323;0;1;135;135;184;27;45;30;84344832;0
256;40;35;5;91;319;0;249;135;135;184;27;45;30;84344832;0
257;40;35;44;45;314;0;1;135;135;557;20;45;30;84344832;0
258;40;36;2;0;310;0;0;135;135;557;20;45;30;84344832;0
259;40;36;1;4;305;0;250;135;135;557;20;45;30;84344832;0
260;40;36;5;0;303;0;2;135;135;402;17;45;30;84344832;0
261;40;35;10;85;302;0;250;135;135;52;31;45;30;84344832;0
262;40;35;131;276;306;0;249;135;135;52;31;45;30;84344832;0
263;40;36;4;0;314;0;3;135;135;52;31;45;30;84344832;0
264;40;35;87;198;319;0;246;135;135;913;21;45;30;84344832;0
265;40;35;47;48;323;0;1;135;135;913;21;45;30;84344832;0
266;40;36;2;1;327;0;1;135;135;913;21;45;30;84344832;0
267;40;35;60;139;325;0;249;135;135;788;20;45;30;84344832;0
268;40;36;5;0;320;0;3;135;135;788;20;45;30;84344832;0
269;40;36;1;2;313;0;255;135;135;788;20;45;30;84344832;0
270;40;35;77;148;307;0;251;135;135;413;21;45;30;84344832;0
271;40;36;3;0;303;0;1;135;135;413;21;45;30;84344832;0
272;40;36;1;37;299;0;251;135;135;413;21;45;30;84344832;0
273;40;35;64;109;297;0;252;135;135;492;20;45;30;84344832;0
274;40;36;3;0;298;0;1;135;135;492;20;45;30;84344832;0
275;40;35;5;81;298;0;250;135;135;492;20;45;30;84344832;0
276;40;35;66;144;299;0;251;135;135;393;20;45;30;84344832;0
277;40;36;3;0;302;0;2;135;135;393;20;45;30;84344832;0
278;40;36;0;50;302;0;249;135;135;393;20;45;30;84344832;0
279;40;35;52;139;302;0;250;135;135;459;18;45;30;84344832;0
280;40;36;4;0;300;0;2;135;135;459;18;45;30;84344832;0
281;40;35;7;121;297;0;247;135;135;459;18;45;30;84344832;0
282;40;35;14;6;292;0;3;135;135;539;19;45;30;84344832;0
283;40;36;1;0;287;0;0;135;135;539;19;45;30;84344832;0
284;40;35;63;127;283;0;251;135;135;308;23;45;30;84344832;0
285;40;36;10;1;280;0;2;135;135;308;23;45;30;84344832;0
286;40;36;1;0;278;0;0;135;135;308;23;45;30;84344832;0
287;40;35;42;105;278;0;248;135;135;495;18;45;30;84344832;0
288;40;35;36;53;279;0;0;135;135;495;18;45;30;84344832;0
289;40;36;2;0;282;0;1;135;135;495;18;45;30;84344832;0
290;40;35;5;110;287;0;246;135;135;495;18;45;30;84344832;0
291;40;35;65;132;294;0;251;135;135;526;17;45;30;84344832;0
292;40;36;3;0;301;0;3;135;135;526;17;45;30;84344832;0
293;40;35;4;55;307;0;251;135;135;526;17;45;30;84344832;0
294;40;35;52;83;313;0;253;135;135;565;19;45;30;84344832;0
295;40;36;3;0;319;0;4;135;135;565;19;45;30;84344832;0
296;40;36;0;0;324;0;0;135;135;565;19;45;30;84344832;0
297;40;35;0;64;328;0;248;135;135;565;19;45;30;84344832;0
298;40;35;52;99;332;0;253;135;135;432;14;45;30;84344832;0
299;40;36;3;0;336;0;2;135;135;432;14;45;30;84344832;0
300;40;35;34;38;335;0;255;135;135;286;24;45;30;84344832;0
301;40;36;3;0;328;0;1;135;135;286;24;45;30;84344832;0
302;40;35;2;23;319;0;255;135;135;286;24;45;30;84344832;0
303;40;35;25;24;307;0;0;135;135;245;19;45;30;84344832;0
304;40;36;2;0;295;0;1;135;135;245;19;45;30;84344832;0
305;40;35;123;267;285;0;244;135;135;259;26;45;30;84344832;0
306;40;35;11;3;279;0;3;135;135;259;26;45;30;84344832;0
307;40;36;1;2;278;0;0;135;135;259;26;45;30;84344832;0
308;40;35;18;94;284;0;247;135;135;504;22;45;30;84344832;0
309;40;36;8;1;293;0;7;135;135;59;82;45;30;84344832;0
310;40;36;1;0;302;0;0;135;135;59;82;45;30;84344832;0
311;40;35;42;55;307;0;253;135;135;243;23;45;30;84344832;0
312;40;36;7;1;309;0;6;135;135;243;23;45;30;84344832;0
313;40;35;2;63;311;0;250;135;135;243;23;45;30;84344832;0
314;40;35;16;12;310;0;0;135;135;294;21;45;30;84344832;0
315;40;36;2;0;307;0;0;135;135;294;21;45;30;84344832;0
316;40;35;58;85;300;0;253;135;135;278;23;45;30;84344832;0
317;40;36;3;0;294;0;2;135;135;278;23;45;30;84344832;0
318;40;35;2;67;290;0;249;135;135;278;23;45;30;84344832;0
319;40;35;92;155;289;0;250;135;135;263;23;45;30;84344832;0
320;40;36;3;0;292;0;1;135;135;263;23;45;30;84344832;0
321;40;35;65;175;295;0;246;135;135;435;20;45;30;84344832;0
322;40;36;8;1;299;0;6;135;135;435;20;45;30;84344832;0
323;40;36;1;1;303;0;0;135;135;435;20;45;30;84344832;0
324;40;35;34;26;308;0;250;135;135;352;23;45;30;84344832;0
325;40;36;7;1;314;0;6;135;135;352;23;45;30;84344832;0
326;40;36;1;0;316;0;0;135;135;352;23;45;30;84344832;0
327;40;35;92;196;315;0;246;135;135;290;19;45;30;84344832;0
328;40;36;5;0;314;0;4;135;135;290;19;45;30;84344832;0
329;40;36;1;0;313;0;0;135;135;290;19;45;30;84344832;0
330;40;35;90;201;313;0;248;135;135;540;18;45;30;84344832;0
331;40;36;12;1;315;0;6;135;135;540;18;45;30;84344832;0
332;40;35;4;11;316;0;0;135;135;540;18;45;30;84344832;0
333;40;36;1;0;316;0;255;135;135;540;18;45;30;84344832;0
334;40;35;7;6;314;0;0;135;135;754;14;45;30;84344832;0
335;40;36;2;0;312;0;255;135;135;754;14;45;30;84344832;0
336;40;35;71;162;313;0;249;135;135;106;31;45;30;84344832;0
337;40;36;3;0;316;0;1;135;135;106;31;45;30;84344832;0
338;40;35;5;110;316;0;247;135;135;106;31;40;30;84344832;0
339;40;35;48;66;314;0;2;135;135;385;21;40;30;84344832;0
340;40;36;2;0;311;0;1;135;135;385;21;40;30;84344832;0
341;40;35;70;150;311;0;249;135;135;794;20;40;30;84344832;0
342;40;36;8;1;314;0;6;135;135;794;20;40;30;84344832;0
343;40;36;1;0;317;0;0;135;135;794;20;40;30;84344832;0
344;40;35;104;201;317;0;248;135;135;383;21;40;30;84344832;0
345;40;36;4;0;316;0;2;135;135;383;21;40;30;84344832;0
346;40;36;1;1;315;0;0;135;135;383;21;40;30;84344832;0
347;40;35;61;87;315;0;255;135;135;480;20;40;30;84344832;0
348;40;36;3;0;317;0;1;135;135;480;20;40;30;84344832;0
349;40;36;1;10;317;0;252;135;135;480;20;40;30;84344832;0
350;40;35;58;97;317;0;252;135;135;373;20;40;30;84344832;0
351;40;36;3;0;318;0;2;135;135;373;20;40;30;84344832;0
352;40;36;1;6;318;0;252;135;135;373;20;40;30;84344832;0
353;40;35;53;78;317;0;253;135;135;361;18;40;30;84344832;0
354;40;36;2;0;317;0;1;135;135;361;18;40;30;84344832;0
355;40;35;10;106;315;0;250;135;135;307;21;40;30;84344832;0
356;40;35;19;6;310;0;255;135;135;307;21;40;30;84344832;0
357;40;36;2;0;305;0;0;135;135;307;21;40;30;84344832;0
358;40;35;71;154;300;0;251;135;135;293;22;40;30;84344832;0
359;40;36;4;0;294;0;7;135;135;293;22;40;30;84344832;0
360;40;36;1;6;289;0;251;135;135;293;22;40;30;84344832;0
361;40;35;40;28;287;0;0;135;135;395;22;40;30;84344832;0
362;40;36;2;0;288;0;0;135;135;395;22;40;30;84344832;0
363;40;36;2;1;289;0;0;135;135;395;22;40;30;84344832;0
364;40;36;0;0;288;0;0;135;135;395;22;40;30;84344832;0
365;40;36;0;0;289;0;0;135;135;395;22;40;30;84344832;0
366;40;35;1;2;289;0;0;135;135;395;22;40;30;84344832;0
367;40;36;1;0;293;0;0;135;135;395;22;40;30;84344832;0
368;40;35;13;41;299;0;252;135;135;338;8;40;30;84344832;0
369;40;36;3;0;308;0;0;135;135;338;8;40;30;84344832;0
370;40;35;15;86;319;0;251;135;135;64;25;40;30;84344832;0
371;40;36;5;0;327;0;0;135;135;64;25;40;30;84344832;0
372;40;36;2;14;335;0;252;135;135;64;25;40;30;84344832;0
373;40;36;1;0;338;0;254;135;135;64;25;40;30;84344832;0
374;40;35;22;8;336;0;0;135;135;91;16;40;30;84344832;0
375;40;36;2;0;331;0;1;135;135;91;16;40;30;84344832;0
376;40;36;1;4;322;0;0;135;135;91;16;40;30;84344832;0
377;40;35;10;8;306;0;255;135;135;134;19;40;30;84344832;0
378;40;36;2;0;289;0;0;135;135;134;19;40;30;84344832;0
379;40;36;1;2;276;0;255;135;135;134;19;40;30;84344832;0
380;40;36;0;0;269;0;255;135;135;134;19;40;30;84344832;0
381;40;35;11;123;268;0;246;135;135;86;13;40;30;84344832;0
382;40;36;5;0;268;0;2;135;135;86;13;40;30;84344832;0
