# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 16.04.2020 17:28:02
1;0;0;0;3;0;0;0;20;19;0;0;65;25;84279808;0
50;0;0;0;4;656;0;247;21;20;0;0;65;25;84279301;0
111;0;0;0;4;210;0;255;21;20;0;0;65;25;84279301;0
143;0;38;0;4;210;0;255;22;20;0;0;65;25;84279297;0
204;10;37;0;4;210;0;255;22;20;0;0;65;25;84279297;0
# POWERON 16.04.2020 17:36:14
1;44;36;0;4;0;0;0;22;21;0;0;65;25;84279808;0
2;44;36;0;4;115;0;0;22;21;0;0;65;25;84279296;0
63;44;36;0;4;211;0;255;23;21;0;0;65;25;84279296;0
124;44;36;0;5;212;0;255;23;22;0;0;90;27;84279296;0
152;44;36;0;5;192;0;255;23;22;0;0;90;27;84344832;0
153;44;36;0;4;193;0;254;23;23;0;0;90;27;84344832;0
154;43;35;73;181;192;0;249;23;24;0;0;90;27;84344832;0
155;44;36;19;1;192;0;4;23;27;0;0;90;27;84344832;0
156;44;36;2;0;193;0;2;23;29;0;0;90;27;84344832;0
157;44;36;0;1;194;0;1;23;31;0;0;90;27;84344832;0
158;42;35;83;283;197;0;243;23;34;796;13;90;27;84344832;0
159;42;36;92;173;201;0;254;24;36;796;13;90;27;84344832;0
160;44;36;9;0;206;0;2;24;38;796;13;90;27;84344832;0
161;44;36;3;15;209;0;0;24;40;796;13;90;27;84344832;0
162;43;36;1;1;215;0;255;24;42;796;13;90;27;84344832;0
163;43;36;14;51;223;0;251;24;44;1101;12;90;27;84344832;0
164;44;36;9;2;231;0;0;25;46;1101;12;90;27;84344832;0
165;44;36;1;0;239;0;2;25;47;1101;12;90;27;84344832;0
166;44;36;0;0;247;0;255;25;49;1101;12;90;27;84344832;0
167;42;35;173;320;252;0;244;26;51;263;15;90;27;84344832;0
168;44;36;30;29;254;0;5;29;53;263;15;90;27;84344832;0
169;44;36;2;2;254;0;1;29;54;263;15;90;27;84344832;0
170;44;36;1;27;254;0;253;29;55;263;15;90;27;84344832;0
171;42;36;106;203;257;0;250;30;57;1235;16;90;27;84344832;0
172;44;37;12;2;261;0;4;32;58;1235;16;90;27;84344832;0
173;44;36;3;3;265;0;255;32;60;1235;16;90;27;84344832;0
174;44;36;0;3;269;0;255;32;61;1235;16;90;27;84344832;0
175;43;36;0;0;273;0;255;31;63;1235;16;90;27;84344832;0
176;42;35;177;341;276;0;245;33;64;1073;11;90;27;84344832;0
177;43;36;48;96;278;0;2;36;65;1073;11;90;27;84344832;0
178;44;36;2;0;280;0;2;37;66;1073;11;90;27;84344832;0
179;44;36;0;0;282;0;0;36;68;1073;11;90;27;84344832;0
180;42;35;120;271;284;0;242;36;69;1600;13;90;27;84344832;0
181;43;36;62;129;286;0;0;40;70;1600;13;90;27;84344832;0
182;44;36;5;1;287;0;0;41;71;1600;13;90;27;84344832;0
183;44;36;1;40;287;0;253;40;72;1600;13;90;27;84344832;0
184;43;36;1;0;287;0;255;40;74;1074;17;90;27;84344832;0
