# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 09.11.2018 14:48:34
1;0;0;0;5;0;0;0;26;26;0;0;50;30;84279808;0
50;0;0;0;8;634;0;249;27;26;0;0;50;30;84279301;0
60;40;0;0;5;211;0;255;27;26;0;0;50;30;84279300;0
64;40;31;0;6;211;0;255;27;26;0;0;50;30;84279296;0
81;40;30;0;6;191;0;2;27;26;0;0;50;30;84344832;0
82;40;30;0;0;191;0;255;27;28;0;0;50;30;84344832;0
83;40;30;34;77;191;0;248;27;31;0;0;50;30;84344832;0
84;40;28;45;58;191;0;254;27;35;0;0;50;30;84344832;0
85;40;29;2;8;191;0;2;27;38;0;0;50;30;84344832;0
86;40;29;6;75;193;0;250;27;42;0;0;50;30;84344832;0
87;40;28;60;136;202;0;251;27;45;415;18;50;30;84344832;0
88;40;29;5;4;216;0;7;27;48;415;18;50;30;84344832;0
89;40;29;1;3;241;0;2;27;50;415;18;50;30;84344832;0
90;40;28;50;77;281;0;251;27;53;501;17;50;30;84344832;0
91;40;28;12;3;324;0;4;28;56;501;17;50;30;84344832;0
92;40;29;1;0;361;0;3;28;58;501;17;50;30;84344832;0
93;40;28;2;34;378;0;252;28;60;501;17;50;30;84344832;0
94;40;28;13;26;386;0;253;29;63;306;16;50;30;84344832;0
95;40;29;5;0;387;0;4;29;65;306;16;50;30;84344832;0
96;40;29;1;0;386;0;253;29;67;306;16;50;30;84344832;0
97;40;28;40;138;382;0;249;30;69;126;17;50;30;84344832;0
98;40;29;8;1;373;0;9;32;71;126;17;50;30;84344832;0
99;40;29;1;0;358;0;3;32;71;126;17;50;30;84344832;0
100;40;28;53;192;337;0;250;33;70;464;18;50;30;84344832;0
101;40;28;39;69;317;0;0;35;72;464;18;50;30;84344832;0
102;40;29;2;0;295;0;3;35;72;464;18;50;30;84344832;0
103;40;28;7;115;281;0;250;35;72;679;16;50;30;84344832;0
104;40;28;36;101;273;0;252;36;72;679;16;50;30;84344832;0
105;40;29;7;1;268;0;5;38;73;679;16;50;30;84344832;0
106;40;29;1;0;263;0;1;37;73;679;16;50;30;84344832;0
107;40;28;17;89;258;0;250;37;73;413;15;50;30;84344832;0
108;40;28;36;72;256;0;252;39;74;413;15;50;30;84344832;0
109;40;29;4;0;256;0;9;39;75;413;15;50;30;84344832;0
110;40;29;1;0;257;0;2;39;75;413;15;50;30;84344832;0
111;40;28;71;143;261;0;248;40;75;379;15;50;30;84344832;0
112;40;28;25;19;265;0;0;41;76;379;15;50;30;84344832;0
113;40;29;2;0;270;0;10;41;77;379;15;50;30;84344832;0
114;40;29;0;1;279;0;0;41;76;379;15;50;30;84344832;0
115;40;28;109;237;291;0;243;41;76;568;15;50;30;84344832;0
116;40;28;14;6;303;0;1;43;77;568;15;50;30;84344832;0
117;40;29;1;0;313;0;12;43;78;568;15;50;30;84344832;0
118;40;28;48;111;324;0;251;42;77;630;17;50;30;84344832;0
119;40;28;39;74;333;0;254;44;79;630;17;50;30;84344832;0
120;40;29;3;0;338;0;11;44;79;630;17;50;30;84344832;0
121;40;29;1;1;337;0;255;43;79;630;17;50;30;84344832;0
122;40;28;59;143;334;0;250;44;79;462;16;50;30;84344832;0
123;40;29;7;1;330;0;14;45;81;462;16;50;30;84344832;0
124;40;29;1;0;324;0;3;44;80;462;16;50;30;84344832;0
125;40;28;50;150;317;0;248;44;80;488;17;50;30;84344832;0
126;40;28;31;43;312;0;255;46;81;488;17;50;30;84344832;0
127;40;29;2;0;308;0;7;46;82;488;17;50;30;84344832;0
128;40;29;0;2;303;0;255;45;81;488;17;50;30;84344832;0
129;40;28;46;94;298;0;252;46;81;480;16;50;30;84344832;0
130;40;29;8;2;295;0;0;47;83;480;16;50;30;84344832;0
131;40;29;1;1;292;0;254;47;83;480;16;50;30;84344832;0
132;40;28;51;108;289;0;251;47;83;433;19;50;30;84344832;0
