# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 21.11.2018 17:32:38
1;0;0;0;5;0;0;255;23;24;0;0;50;30;84279808;0
50;0;0;0;6;633;0;247;24;24;0;0;50;30;84279301;0
111;0;0;0;5;210;0;255;24;24;0;0;50;30;84279301;0
136;42;0;0;5;211;0;255;24;24;0;0;50;30;84279300;0
197;41;31;0;6;211;0;255;24;24;0;0;50;30;84279296;0
258;41;30;0;6;211;0;255;24;24;0;0;50;30;84279296;0
319;41;30;0;5;211;0;255;24;24;0;0;50;30;84279296;0
380;41;30;0;5;211;0;255;24;24;0;0;50;30;84279296;0
441;41;30;0;6;192;0;255;24;24;0;0;50;30;84344832;0
442;41;30;0;5;192;0;255;24;24;0;0;50;30;84344832;0
443;40;28;254;207;192;0;250;24;24;0;0;50;30;84344832;0
444;41;28;110;243;192;0;253;24;23;0;0;50;30;84344832;0
445;41;29;11;4;197;0;3;24;23;0;0;50;30;84344832;0
446;41;29;1;0;214;0;5;24;23;0;0;50;30;84344832;0
447;41;28;36;248;236;0;245;24;23;0;0;50;30;84344832;0
448;41;28;126;303;252;0;246;23;23;1578;14;50;30;84344832;0
449;41;28;18;15;265;0;4;23;23;1578;14;50;30;84344832;0
450;41;29;1;0;274;0;6;23;23;1578;14;50;30;84344832;0
451;41;28;36;281;283;0;242;23;23;1578;14;50;30;84344832;0
452;41;28;141;265;294;0;249;22;22;1306;15;50;30;84344832;0
453;41;28;17;9;305;0;6;22;22;1306;15;50;30;84344832;0
454;41;29;1;0;311;0;7;22;22;1306;15;50;30;84344832;0
455;41;28;7;238;316;0;243;23;22;1306;15;50;30;84344832;0
456;41;28;110;252;319;0;249;22;22;1542;14;50;30;84344832;0
457;41;28;20;11;320;0;6;22;22;1542;14;50;30;84344832;0
458;41;29;1;0;318;0;7;22;22;1542;14;50;30;84344832;0
459;41;29;1;6;316;0;255;22;22;1542;14;50;30;84344832;0
460;41;28;102;265;315;0;246;22;22;1328;14;50;30;84344832;0
461;41;28;19;12;314;0;5;21;22;1328;14;50;30;84344832;0
462;41;29;1;0;310;0;5;21;22;1328;14;50;30;84344832;0
463;41;28;7;238;306;0;242;21;22;1328;14;50;30;84344832;0
464;41;28;99;221;306;0;249;21;22;1284;15;50;30;84344832;0
465;41;29;6;1;306;0;6;21;22;1284;15;50;30;84344832;0
466;41;29;1;0;304;0;2;21;22;1284;15;50;30;84344832;0
467;41;28;115;285;302;0;245;21;22;1053;17;50;30;84344832;0
468;41;28;116;256;301;0;253;21;22;1053;17;50;30;84344832;0
469;41;29;4;18;300;0;0;21;22;1053;17;50;30;84344832;0
470;41;29;3;144;301;0;240;20;22;1053;17;50;30;84344832;0
471;41;28;94;243;303;0;247;20;22;1513;16;50;30;84344832;0
472;41;29;4;0;305;0;5;20;22;1513;16;50;30;84344832;0
473;41;28;4;26;305;0;0;20;22;768;21;50;30;84344832;0
474;41;28;123;309;306;0;243;20;22;160;62;50;30;84344832;0
475;41;28;33;30;308;0;5;20;22;160;62;50;30;84344832;0
476;41;29;2;0;308;0;9;20;22;160;62;50;30;84344832;0
477;41;28;4;201;308;0;242;20;22;160;62;50;30;84344832;0
