# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 20.12.2018 13:38:27
1;0;0;0;5;0;0;255;135;135;0;0;40;30;84279808;0
50;0;0;0;4;631;0;247;135;135;0;0;40;30;84279301;0
111;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
172;0;0;0;5;210;0;255;135;135;0;0;40;30;84279301;0
233;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
294;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
355;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
416;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
477;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
538;0;0;0;5;212;0;255;135;135;0;0;40;30;84279301;0
599;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
660;0;0;0;5;212;0;255;135;135;0;0;40;30;84279301;0
721;0;0;0;5;212;0;255;135;135;0;0;40;30;84279301;0
782;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
843;0;0;0;5;211;0;255;135;135;0;0;40;30;84279301;0
904;0;0;0;5;212;0;255;135;135;0;0;40;30;84279301;0
965;0;0;0;5;212;0;255;135;135;0;0;40;30;84279301;0
1006;40;0;0;5;211;0;255;135;135;0;0;40;30;84279300;0
1067;40;0;0;5;212;0;255;135;135;0;0;40;30;84279300;0
1128;40;0;0;4;212;0;255;135;135;0;0;40;30;84279300;0
1189;40;0;0;5;212;0;255;135;135;0;0;40;30;84279300;0
1250;40;0;0;5;211;0;255;135;135;0;0;40;30;84279300;0
1265;40;36;0;5;212;0;255;135;135;0;0;40;30;84279296;0
1279;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1280;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1281;40;37;0;5;192;0;255;135;135;0;0;40;30;84344832;0
1282;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1283;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1284;40;37;1;5;192;0;255;135;135;0;0;40;30;84344832;0
1285;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1286;40;37;1;5;192;0;255;135;135;0;0;40;30;84344832;0
1287;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1288;40;37;0;5;192;0;255;135;135;0;0;40;30;84344832;0
1289;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1290;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1291;40;37;0;5;191;0;255;135;135;0;0;40;30;84344832;0
1292;40;37;0;5;192;0;255;135;135;0;0;40;30;84344832;0
