# time;P_O2, atm;P_He, atm;Flow O2, l/min;Flow He, l/min;FiO2 Env, %;FiO2 sens2, %;P mask, cm H2O;Tmask, gradC;Tnagr, gradC;V, ml;f, 1/min;Tzad, gradC;FiO2 zad, %;Flags;
# POWERON 05.12.2018 16:28:39
1;0;0;0;5;0;0;0;135;135;0;0;0;30;84148736;0
50;0;0;0;9;635;0;251;135;135;0;0;0;30;84148229;0
91;41;0;0;5;212;0;255;135;135;0;0;0;30;84148228;0
108;41;40;0;5;211;0;255;135;135;0;0;0;30;84148224;0
169;41;38;0;5;212;0;255;135;135;0;0;0;30;84148224;0
184;41;35;119;292;192;0;244;135;135;0;0;0;30;84213760;0
185;41;35;54;76;192;0;4;135;135;0;0;0;30;84213760;0
186;41;35;36;68;198;0;2;135;135;1339;24;0;30;84213760;0
187;41;35;5;0;217;0;0;135;135;1339;24;0;30;84213760;0
188;41;36;1;0;239;0;255;135;135;1339;24;0;30;84213760;0
189;41;36;0;0;254;0;255;135;135;1339;24;0;30;84213760;0
190;41;36;0;0;262;0;255;135;135;1339;24;0;30;84213760;0
191;41;36;0;1;267;0;255;135;135;1339;24;0;30;84213760;0
192;41;36;0;1;272;0;8;135;135;1339;24;0;30;84213760;0
193;41;35;13;2;279;0;0;135;135;170;9;0;30;84213760;0
194;41;36;1;0;288;0;255;135;135;170;9;0;30;84213760;0
195;41;36;0;0;296;0;255;135;135;170;9;0;30;84213760;0
196;41;35;0;148;304;0;244;135;135;170;9;0;30;84213760;0
197;41;35;6;0;311;0;9;135;135;202;15;0;30;84213760;0
198;41;35;96;216;319;0;246;135;135;140;36;0;30;84213760;0
199;41;35;6;0;320;0;7;135;135;140;36;0;30;84213760;0
200;41;35;86;192;316;0;251;135;135;517;31;0;30;84213760;0
201;41;35;5;0;314;0;6;135;135;517;31;0;30;84213760;0
202;41;35;97;209;312;0;248;135;135;582;26;0;30;84213760;0
203;41;35;10;1;309;0;7;135;135;582;26;0;30;84213760;0
204;41;35;2;11;306;0;247;135;135;582;26;0;30;84213760;0
205;41;35;59;125;304;0;254;135;135;723;23;0;30;84213760;0
206;41;36;3;0;303;0;5;135;135;723;23;0;30;84213760;0
207;41;35;58;156;303;0;248;135;135;553;22;0;30;84213760;0
208;41;35;15;2;302;0;5;135;135;553;22;0;30;84213760;0
209;41;35;74;180;301;0;249;135;135;432;28;0;30;84213760;0
210;41;35;6;1;302;0;1;135;135;432;28;0;30;84213760;0
211;41;35;47;198;304;0;246;135;135;323;25;0;30;84213760;0
212;41;35;9;4;305;0;0;135;135;323;25;0;30;84213760;0
213;41;36;1;0;306;0;255;135;135;323;25;0;30;84213760;0
214;41;35;79;180;306;0;250;135;135;333;26;0;30;84213760;0
215;41;35;3;3;305;0;1;135;135;333;26;0;30;84213760;0
216;41;35;76;156;303;0;251;135;135;599;26;0;30;84213760;0
217;41;35;5;0;300;0;4;135;135;599;26;0;30;84213760;0
218;41;35;11;197;296;0;242;135;135;599;26;0;30;84213760;0
219;41;35;54;113;293;0;253;135;135;604;21;0;30;84213760;0
220;41;36;3;0;291;0;2;135;135;604;21;0;30;84213760;0
221;41;35;70;130;289;0;252;135;135;555;23;0;30;84213760;0
222;41;36;3;0;290;0;3;135;135;555;23;0;30;84213760;0
223;41;35;25;246;290;0;242;135;135;555;23;0;30;84213760;0
224;41;35;68;80;292;0;2;135;135;476;23;0;30;84213760;0
225;41;36;2;0;294;0;1;135;135;476;23;0;30;84213760;0
226;41;35;83;161;296;0;250;135;135;621;22;0;30;84213760;0
227;41;35;7;1;298;0;2;135;135;621;22;0;30;84213760;0
228;41;35;0;75;299;0;247;135;135;621;22;0;30;84213760;0
229;41;35;54;96;301;0;254;135;135;454;23;0;30;84213760;0
230;41;36;2;0;303;0;1;135;135;454;23;0;30;84213760;0
231;41;35;72;196;305;0;246;135;135;494;21;0;30;84213760;0
232;41;35;24;20;306;0;0;135;135;494;21;0;30;84213760;0
233;41;36;2;0;307;0;1;135;135;494;21;0;30;84213760;0
234;41;35;82;154;308;0;250;135;135;454;20;0;30;84213760;0
235;41;35;8;0;309;0;3;135;135;454;20;0;30;84213760;0
236;41;35;1;2;310;0;0;135;135;454;20;0;30;84213760;0
237;41;35;64;120;310;0;252;135;135;472;21;0;30;84213760;0
238;41;35;4;0;310;0;4;135;135;472;21;0;30;84213760;0
239;41;35;37;266;311;0;242;135;135;472;21;0;30;84213760;0
240;41;35;23;20;312;0;1;135;135;534;22;0;30;84213760;0
241;41;36;2;0;313;0;1;135;135;534;22;0;30;84213760;0
